Test unit,R4
Reference,Mazzon (2010)
-3.11,-42.8,-0.242
-3.03,-41.6,-0.236
-2.95,-40.5,-0.23
-2.88,-39.3,-0.224
-2.8,-38,-0.218
-2.72,-36.6,-0.212
-2.64,-35.2,-0.205
-2.56,-33.8,-0.199
-2.48,-32.5,-0.192
-2.4,-31,-0.187
-2.33,-29.4,-0.181
-2.25,-27.7,-0.175
-2.18,-26,-0.169
-2.1,-24.3,-0.163
-2.02,-22.5,-0.157
-1.94,-20.8,-0.151
-1.86,-19,-0.145
-1.78,-17,-0.138
-1.69,-14.9,-0.132
-1.61,-12.8,-0.125
-1.53,-10.7,-0.119
-1.45,-8.6,-0.113
-1.38,-6.6,-0.107
-1.3,-4.4,-0.101
-1.22,-2.3,-0.095
-1.16,-0.9,-0.09
-1.13,-0.4,-0.088
-1.12,0.1,-0.087
-1.09,0.9,-0.085
-1.05,2.9,-0.081
-0.93,6.8,-0.073
-0.77,11.8,-0.06
-0.59,17,-0.046
-0.41,22.1,-0.032
-0.29,25.5,-0.022
-0.23,26.6,-0.018
-0.19,27.5,-0.015
-0.13,29.7,-0.01
-0.04,32.5,-0.003
0.06,35.2,0.005
0.15,37.4,0.012
0.24,39.3,0.018
0.32,41.2,0.025
0.39,43.2,0.03
0.47,45.3,0.037
0.56,47.3,0.043
0.63,48.8,0.049
0.71,50.3,0.055
0.8,52.1,0.062
0.89,53.6,0.069
0.97,55.1,0.076
1.05,56.4,0.082
1.14,57.7,0.088
1.22,58.9,0.095
1.3,60.1,0.101
1.39,61.3,0.108
1.47,62.4,0.115
1.56,63.4,0.122
1.66,64.2,0.129
1.73,65.1,0.135
1.81,65.8,0.14
1.88,66.6,0.147
1.97,67.4,0.153
2.05,68,0.159
2.13,68.5,0.166
2.21,69,0.172
2.29,69.6,0.178
2.38,70.2,0.185
2.46,70.7,0.191
2.54,71.1,0.197
2.61,71.5,0.203
2.69,71.9,0.209
2.76,72.2,0.215
2.84,72.6,0.221
2.92,73,0.227
3.01,73.4,0.234
3.07,73.6,0.239
3.14,73.8,0.244
3.2,74,0.249
3.27,74.4,0.254
3.34,74.6,0.26
3.42,75,0.266
3.49,75.1,0.272
3.56,75.2,0.277
3.62,75.2,0.282
3.68,75.3,0.286
3.75,75.8,0.291
3.82,76,0.297
3.89,76,0.302
3.94,76,0.307
4.01,76.2,0.312
4.09,76.5,0.318
4.15,76.6,0.323
4.2,76.6,0.326
4.24,76.7,0.33
4.29,76.9,0.334
4.35,77.1,0.338
4.41,77.2,0.343
4.46,77.2,0.347
4.51,77.3,0.351
4.56,77.4,0.355
4.61,77.5,0.359
4.66,77.6,0.363
4.71,77.7,0.366
4.76,77.7,0.37
4.79,77.6,0.373
4.83,77.8,0.376
4.88,78,0.38
4.94,78.2,0.384
4.97,78,0.387
5,77.9,0.389
5.03,78.1,0.391
5.07,78.3,0.394
5.11,78.3,0.397
5.14,78.2,0.4
5.17,78.2,0.402
5.2,78.3,0.404
5.23,78.3,0.407
5.26,78.3,0.409
5.28,78.3,0.41
5.3,78.3,0.412
5.33,78.4,0.414
5.35,78.5,0.416
5.38,78.4,0.418
5.41,78.3,0.42
5.42,78.3,0.422
5.43,78.3,0.422
5.44,78.4,0.423
5.46,78.4,0.424
5.47,78.4,0.425
5.48,78.3,0.426
5.49,78.3,0.427
5.49,78.3,0.427
5.5,78.3,0.428
5.51,78.2,0.428
5.51,78.1,0.428
5.51,78.2,0.428
5.51,78.3,0.429
5.52,78.3,0.429
5.52,78,0.43
5.53,77.4,0.43
5.54,76.4,0.431
5.53,76,0.43
5.52,75.6,0.429
5.52,75.2,0.429
5.5,74.7,0.428
5.46,74.5,0.424
5.43,75,0.422
5.43,75.5,0.422
5.43,75.9,0.422
5.43,75.6,0.422
5.4,74.5,0.42
5.36,74.2,0.416
5.34,74.6,0.415
5.33,74.7,0.414
5.31,74.5,0.413
5.28,74.1,0.41
5.26,74,0.409
5.23,73.9,0.407
5.19,73.8,0.404
5.16,73.7,0.401
5.13,73.6,0.399
5.09,73.5,0.396
5.06,73.2,0.393
5.02,73,0.39
4.98,72.9,0.387
4.94,72.8,0.384
4.91,72.7,0.381
4.87,72.4,0.378
4.81,72,0.374
4.76,72,0.37
4.72,72,0.367
4.68,71.9,0.364
4.64,71.6,0.361
4.6,71.3,0.358
4.54,71,0.353
4.48,70.9,0.348
4.42,70.7,0.344
4.37,70.5,0.34
4.31,70.3,0.335
4.26,70,0.331
4.2,69.8,0.327
4.14,69.6,0.322
4.09,69.4,0.318
4.03,69,0.313
3.96,68.8,0.308
3.9,68.5,0.303
3.84,68.2,0.298
3.77,67.8,0.293
3.71,67.5,0.289
3.66,67.2,0.284
3.6,66.8,0.28
3.52,66.2,0.273
3.44,65.8,0.267
3.37,65.5,0.262
3.3,65,0.257
3.23,64.4,0.251
3.16,63.7,0.245
3.08,63.2,0.24
3.01,62.6,0.234
2.94,62,0.229
2.87,61.3,0.223
2.79,60.3,0.217
2.71,59.4,0.211
2.63,58.7,0.205
2.56,57.8,0.199
2.49,56.7,0.194
2.42,55.5,0.188
2.34,54.3,0.182
2.25,53.1,0.175
2.17,51.8,0.169
2.1,50.3,0.163
2.02,48.6,0.157
1.94,46.9,0.151
1.86,44.9,0.145
1.79,42.9,0.139
1.71,41,0.133
1.63,39,0.127
1.56,36.9,0.121
1.48,34.4,0.115
1.39,31.8,0.108
1.31,29.4,0.102
1.24,26.9,0.097
1.18,24.5,0.092
1.12,22,0.087
1.03,19.3,0.08
0.95,16.5,0.074
0.86,14.1,0.067
0.79,11.9,0.061
0.71,9.5,0.055
0.63,6.6,0.049
0.56,4.2,0.044
0.49,2.1,0.038
0.43,0.8,0.033
0.39,0.1,0.031
0.37,-0.4,0.029
0.35,-0.8,0.028
0.31,-2.6,0.024
0.23,-5.4,0.018
0.14,-8.5,0.011
-0,-13.1,-0
-0.19,-17.9,-0.014
-0.39,-22.5,-0.03
-0.55,-25.5,-0.043
-0.62,-26.5,-0.048
-0.66,-27.1,-0.051
-0.72,-28.5,-0.056
-0.82,-30.4,-0.063
-0.92,-32.3,-0.072
-1.02,-34,-0.079
-1.1,-35.3,-0.086
-1.18,-36.6,-0.092
-1.26,-37.9,-0.098
-1.35,-39.3,-0.105
-1.43,-40.6,-0.111
-1.52,-41.9,-0.118
-1.6,-43.2,-0.124
-1.67,-44.4,-0.13
-1.77,-45.6,-0.137
-1.85,-46.7,-0.144
-1.94,-47.8,-0.151
-2.03,-48.8,-0.158
-2.1,-49.7,-0.164
-2.18,-50.7,-0.17
-2.27,-51.6,-0.176
-2.36,-52.6,-0.183
-2.44,-53.4,-0.19
-2.52,-54.2,-0.196
-2.6,-55,-0.202
-2.67,-55.8,-0.208
-2.76,-56.5,-0.214
-2.84,-57.3,-0.221
-2.92,-57.9,-0.227
-2.98,-58.6,-0.232
-3.06,-59.2,-0.238
-3.14,-59.9,-0.244
-3.23,-60.5,-0.251
-3.31,-61.1,-0.257
-3.39,-61.6,-0.263
-3.46,-62.2,-0.269
-3.53,-62.6,-0.275
-3.6,-63.1,-0.28
-3.67,-63.6,-0.285
-3.74,-64.1,-0.291
-3.81,-64.6,-0.296
-3.89,-65.1,-0.302
-3.95,-65.5,-0.307
-4.01,-65.8,-0.312
-4.08,-66.2,-0.317
-4.14,-66.7,-0.322
-4.2,-67.1,-0.327
-4.27,-67.4,-0.332
-4.34,-67.8,-0.337
-4.4,-68.1,-0.342
-4.46,-68.4,-0.347
-4.53,-68.8,-0.352
-4.58,-69.1,-0.356
-4.64,-69.3,-0.361
-4.69,-69.6,-0.365
-4.75,-69.9,-0.369
-4.8,-70.2,-0.374
-4.86,-70.4,-0.378
-4.91,-70.6,-0.381
-4.95,-70.8,-0.385
-5.01,-71.1,-0.389
-5.06,-71.3,-0.393
-5.09,-71.5,-0.396
-5.13,-71.6,-0.399
-5.18,-71.8,-0.403
-5.23,-72,-0.407
-5.27,-72.1,-0.41
-5.32,-72.3,-0.414
-5.36,-72.4,-0.417
-5.39,-72.5,-0.419
-5.43,-72.6,-0.422
-5.46,-72.8,-0.425
-5.5,-72.9,-0.428
-5.53,-73,-0.43
-5.55,-73.1,-0.432
-5.58,-73.2,-0.434
-5.61,-73.2,-0.436
-5.64,-73.3,-0.439
-5.66,-73.4,-0.44
-5.67,-73.4,-0.441
-5.7,-73.5,-0.443
-5.73,-73.6,-0.445
-5.75,-73.6,-0.447
-5.77,-73.7,-0.449
-5.79,-73.7,-0.451
-5.8,-73.7,-0.451
-5.82,-73.8,-0.453
-5.83,-73.8,-0.454
-5.85,-73.8,-0.455
-5.85,-73.7,-0.455
-5.85,-73.7,-0.455
-5.87,-73.8,-0.456
-5.87,-73.7,-0.457
-5.87,-73.6,-0.457
-5.87,-73.5,-0.457
-5.86,-73.6,-0.456
-5.87,-73.6,-0.456
-5.88,-73.5,-0.457
-5.89,-73,-0.458
-5.89,-72.1,-0.458
-5.89,-71.2,-0.458
-5.88,-70.6,-0.457
-5.87,-70.1,-0.457
-5.86,-69.6,-0.456
-5.84,-69.3,-0.454
-5.82,-69.1,-0.452
-5.79,-69.1,-0.451
-5.78,-69.2,-0.45
-5.77,-69,-0.449
-5.75,-68.8,-0.447
-5.73,-68.6,-0.446
-5.7,-68.4,-0.444
-5.66,-68.2,-0.44
-5.64,-68,-0.439
-5.63,-67.8,-0.438
-5.61,-67.5,-0.436
-5.58,-67.2,-0.434
-5.54,-67,-0.431
-5.52,-66.8,-0.429
-5.49,-66.5,-0.427
-5.45,-66.2,-0.424
-5.41,-65.9,-0.421
-5.37,-65.5,-0.418
-5.33,-65.2,-0.415
-5.3,-65,-0.412
-5.26,-64.7,-0.409
-5.22,-64.2,-0.406
-5.17,-63.8,-0.402
-5.11,-63.5,-0.397
-5.06,-63.2,-0.394
-5.03,-62.8,-0.391
-4.99,-62.3,-0.388
-4.94,-61.9,-0.384
-4.89,-61.4,-0.38
-4.83,-60.8,-0.376
-4.77,-60.3,-0.371
-4.72,-59.9,-0.367
-4.67,-59.5,-0.363
-4.61,-58.9,-0.359
-4.55,-58.3,-0.354
-4.49,-57.8,-0.349
-4.43,-57.3,-0.345
-4.37,-56.8,-0.34
-4.32,-56.2,-0.336
-4.25,-55.6,-0.331
-4.17,-54.8,-0.324
-4.1,-54.2,-0.319
-4.05,-53.6,-0.315
-3.98,-52.9,-0.31
-3.92,-52.2,-0.305
-3.85,-51.5,-0.3
-3.78,-50.7,-0.294
-3.71,-49.9,-0.289
-3.64,-49,-0.283
-3.56,-48.1,-0.277
-3.49,-47.3,-0.272
-3.42,-46.5,-0.266
-3.35,-45.6,-0.261
-3.28,-44.4,-0.255
-3.19,-43.3,-0.248
-3.12,-42.3,-0.242
-3.03,-41,-0.236
-2.95,-39.9,-0.229
-2.88,-38.8,-0.224
-2.81,-37.5,-0.219
-2.74,-36.1,-0.213
-2.66,-34.6,-0.207
-2.58,-33.3,-0.2
-2.51,-31.9,-0.195
-2.43,-30.5,-0.189
-2.35,-28.9,-0.183
-2.27,-27.3,-0.177
-2.2,-25.7,-0.171
-2.12,-24,-0.165
-2.04,-22.3,-0.158
-1.96,-20.5,-0.152
-1.88,-18.6,-0.146
-1.79,-16.8,-0.14
-1.7,-14.8,-0.132
-1.61,-12.8,-0.126
-1.54,-10.7,-0.12
-1.47,-8.5,-0.114
-1.39,-6.5,-0.108
-1.32,-4.4,-0.103
-1.25,-2.4,-0.097
-1.19,-1,-0.093
-1.16,-0.3,-0.09
-1.14,0.2,-0.088
-1.11,0.9,-0.086
-1.06,2.8,-0.082
-0.95,6.7,-0.074
-0.78,11.6,-0.061
-0.6,16.7,-0.047
-0.42,21.6,-0.033
-0.3,24.7,-0.023
-0.23,25.8,-0.018
-0.2,26.9,-0.015
-0.13,29.4,-0.01
-0.04,32.5,-0.003
0.08,35.6,0.006
0.18,38.2,0.014
0.27,40.5,0.021
0.36,42.5,0.028
0.45,44.7,0.035
0.56,47,0.043
0.66,49.2,0.051
0.76,51,0.059
0.85,52.7,0.066
0.95,54.4,0.074
1.05,56.1,0.082
1.15,57.7,0.09
1.27,59.1,0.098
1.36,60.4,0.106
1.45,61.6,0.113
1.54,62.9,0.12
1.64,64.1,0.128
1.74,65.2,0.135
1.84,66.1,0.143
1.93,66.9,0.15
2.04,67.9,0.158
2.14,68.6,0.166
2.24,69.2,0.174
2.33,69.8,0.181
2.42,70.4,0.188
2.52,71,0.196
2.62,71.7,0.204
2.72,72.2,0.212
2.82,72.5,0.219
2.91,72.8,0.226
2.99,73.4,0.233
3.09,73.9,0.24
3.17,74.2,0.247
3.25,74.3,0.253
3.34,74.7,0.26
3.44,75.1,0.267
3.53,75.3,0.274
3.61,75.5,0.281
3.7,75.7,0.287
3.78,76,0.294
3.86,76.1,0.3
3.95,76.4,0.307
4.04,76.6,0.314
4.12,76.7,0.32
4.2,76.9,0.327
4.29,77.1,0.334
4.37,77.2,0.34
4.44,77.4,0.345
4.51,77.6,0.351
4.58,77.8,0.356
4.65,77.7,0.361
4.71,77.8,0.367
4.79,78.1,0.372
4.86,78.3,0.378
4.93,78.4,0.384
5,78.5,0.389
5.07,78.6,0.394
5.13,78.6,0.399
5.19,78.7,0.404
5.25,78.7,0.408
5.31,78.9,0.413
5.38,79.1,0.418
5.45,79.1,0.424
5.5,79.1,0.428
5.55,79.2,0.431
5.6,79.3,0.435
5.65,79.4,0.439
5.7,79.5,0.443
5.76,79.6,0.448
5.81,79.6,0.452
5.85,79.5,0.455
5.89,79.5,0.458
5.93,79.6,0.461
5.98,79.7,0.465
6.03,79.8,0.469
6.07,79.7,0.472
6.1,79.6,0.474
6.13,79.7,0.477
6.18,79.8,0.48
6.22,79.8,0.483
6.24,79.8,0.485
6.26,79.8,0.487
6.29,79.8,0.489
6.31,79.7,0.491
6.34,79.8,0.493
6.37,79.8,0.495
6.39,79.7,0.497
6.41,79.7,0.498
6.42,79.6,0.5
6.44,79.6,0.501
6.45,79.7,0.502
6.47,79.7,0.503
6.49,79.6,0.504
6.49,79.3,0.505
6.49,79.2,0.505
6.51,79.4,0.506
6.52,79.6,0.507
6.53,79.5,0.508
6.53,79,0.508
6.52,78.2,0.507
6.52,77.7,0.507
6.52,77.6,0.507
6.52,77.4,0.507
6.52,77.1,0.507
6.52,76.7,0.507
6.51,76.1,0.506
6.48,75.8,0.504
6.44,75.9,0.501
6.43,76.3,0.5
6.43,76.6,0.5
6.43,76.5,0.5
6.4,75.7,0.498
6.37,75.4,0.495
6.34,75.7,0.493
6.32,75.8,0.491
6.3,75.5,0.49
6.26,75.2,0.487
6.22,75,0.484
6.19,75,0.482
6.16,74.9,0.479
6.13,74.7,0.477
6.09,74.3,0.473
6.05,74.4,0.47
6.02,74.4,0.468
5.98,74.1,0.465
5.93,73.8,0.461
5.89,73.7,0.458
5.84,73.5,0.454
5.81,73.4,0.451
5.76,73.3,0.448
5.71,73,0.444
5.65,72.7,0.439
5.59,72.5,0.434
5.53,72.4,0.43
5.48,72.3,0.426
5.43,72.1,0.422
5.37,71.9,0.418
5.31,71.5,0.413
5.24,71.4,0.408
5.18,71.2,0.403
5.12,71,0.398
5.06,70.8,0.394
4.99,70.5,0.388
4.92,70.2,0.383
4.86,70,0.378
4.8,69.8,0.373
4.72,69.4,0.367
4.63,69.2,0.36
4.56,69.1,0.354
4.49,68.9,0.349
4.41,68.5,0.343
4.33,68,0.336
4.24,67.7,0.33
4.17,67.7,0.324
4.1,67.4,0.319
4.01,66.9,0.312
3.93,66.3,0.305
3.84,65.9,0.298
3.75,65.6,0.292
3.68,65.3,0.286
3.6,64.7,0.28
3.52,64,0.274
3.43,63.4,0.267
3.33,62.7,0.259
3.24,62.1,0.252
3.15,61.4,0.245
3.06,60.7,0.238
2.97,59.8,0.231
2.88,58.9,0.224
2.79,57.8,0.217
2.69,56.7,0.209
2.6,55.4,0.202
2.51,54.2,0.195
2.41,52.7,0.187
2.31,51.2,0.18
2.22,49.6,0.173
2.14,47.9,0.166
2.05,45.9,0.159
1.97,44,0.153
1.87,41.6,0.146
1.77,39.1,0.137
1.67,36.7,0.13
1.57,34.3,0.122
1.48,31.8,0.115
1.39,29.1,0.108
1.31,26.3,0.102
1.22,23.4,0.095
1.13,20.5,0.088
1.05,17.7,0.081
0.95,14.9,0.074
0.86,12.2,0.067
0.78,9.6,0.061
0.69,6.6,0.053
0.6,3.9,0.047
0.52,1.6,0.041
0.47,0.5,0.037
0.43,-0.2,0.033
0.4,-0.6,0.031
0.37,-1.4,0.029
0.3,-3.9,0.024
0.21,-6.7,0.016
0.08,-10.5,0.007
-0.08,-15.1,-0.007
-0.28,-19.9,-0.022
-0.5,-24.7,-0.039
-0.7,-28.1,-0.054
-0.79,-29.4,-0.062
-0.84,-30,-0.065
-0.91,-31.4,-0.07
-1.02,-33.4,-0.079
-1.14,-35.6,-0.089
-1.25,-37.3,-0.097
-1.33,-38.6,-0.104
-1.43,-39.9,-0.111
-1.54,-41.5,-0.119
-1.65,-43.1,-0.128
-1.75,-44.4,-0.136
-1.84,-45.7,-0.143
-1.93,-46.9,-0.15
-2.03,-48.2,-0.158
-2.13,-49.4,-0.166
-2.23,-50.5,-0.173
-2.33,-51.6,-0.181
-2.43,-52.6,-0.189
-2.53,-53.5,-0.197
-2.62,-54.5,-0.204
-2.72,-55.4,-0.212
-2.81,-56.4,-0.219
-2.91,-57.4,-0.226
-3.01,-58.2,-0.234
-3.11,-58.9,-0.242
-3.2,-59.7,-0.249
-3.3,-60.4,-0.256
-3.39,-61.2,-0.264
-3.49,-61.9,-0.271
-3.58,-62.5,-0.278
-3.66,-63.1,-0.285
-3.76,-63.8,-0.292
-3.85,-64.4,-0.299
-3.94,-64.9,-0.306
-4.02,-65.5,-0.313
-4.1,-66,-0.319
-4.19,-66.5,-0.326
-4.27,-67,-0.332
-4.34,-67.5,-0.338
-4.43,-68,-0.344
-4.52,-68.4,-0.351
-4.61,-68.9,-0.358
-4.7,-69.2,-0.365
-4.76,-69.6,-0.37
-4.83,-70,-0.376
-4.91,-70.3,-0.382
-5,-70.7,-0.389
-5.07,-71,-0.394
-5.14,-71.3,-0.399
-5.2,-71.5,-0.404
-5.27,-71.8,-0.41
-5.35,-72.1,-0.416
-5.42,-72.4,-0.421
-5.48,-72.6,-0.426
-5.53,-72.8,-0.43
-5.58,-73,-0.434
-5.65,-73.2,-0.439
-5.72,-73.4,-0.445
-5.79,-73.7,-0.45
-5.85,-73.8,-0.455
-5.9,-74,-0.459
-5.95,-74.1,-0.463
-6,-74.3,-0.467
-6.05,-74.4,-0.471
-6.11,-74.5,-0.475
-6.16,-74.6,-0.479
-6.2,-74.7,-0.482
-6.25,-74.9,-0.486
-6.29,-75,-0.489
-6.33,-75,-0.492
-6.37,-75.1,-0.495
-6.39,-75.2,-0.497
-6.43,-75.3,-0.5
-6.48,-75.3,-0.504
-6.52,-75.4,-0.507
-6.56,-75.4,-0.51
-6.59,-75.5,-0.512
-6.62,-75.6,-0.514
-6.65,-75.6,-0.517
-6.67,-75.6,-0.519
-6.7,-75.7,-0.521
-6.72,-75.7,-0.523
-6.74,-75.7,-0.524
-6.75,-75.7,-0.525
-6.78,-75.7,-0.527
-6.8,-75.7,-0.529
-6.81,-75.6,-0.53
-6.81,-75.7,-0.53
-6.81,-75.7,-0.53
-6.83,-75.6,-0.531
-6.84,-75.6,-0.532
-6.86,-75.7,-0.533
-6.87,-75.6,-0.534
-6.87,-75.5,-0.534
-6.87,-75.4,-0.534
-6.87,-75.5,-0.534
-6.88,-75.4,-0.535
-6.88,-75,-0.535
-6.88,-74,-0.535
-6.88,-73.1,-0.535
-6.87,-72.6,-0.534
-6.86,-72.2,-0.533
-6.84,-71.9,-0.532
-6.82,-71.7,-0.53
-6.79,-71.6,-0.528
-6.76,-71.5,-0.526
-6.75,-71.5,-0.525
-6.74,-71.4,-0.524
-6.73,-71.2,-0.523
-6.7,-70.9,-0.521
-6.68,-70.9,-0.519
-6.65,-70.6,-0.517
-6.62,-70.4,-0.515
-6.59,-70.2,-0.512
-6.56,-69.9,-0.51
-6.53,-69.8,-0.508
-6.49,-69.5,-0.505
-6.45,-69.2,-0.502
-6.41,-68.9,-0.499
-6.38,-68.7,-0.496
-6.33,-68.4,-0.492
-6.28,-68.1,-0.488
-6.24,-67.8,-0.485
-6.19,-67.4,-0.482
-6.15,-67,-0.478
-6.1,-66.8,-0.475
-6.06,-66.4,-0.471
-6.01,-66.1,-0.467
-5.95,-65.7,-0.463
-5.9,-65.3,-0.459
-5.84,-64.8,-0.454
-5.78,-64.4,-0.45
-5.72,-64.1,-0.445
-5.67,-63.7,-0.441
-5.6,-63.1,-0.436
-5.53,-62.6,-0.43
-5.46,-62.1,-0.425
-5.39,-61.7,-0.419
-5.33,-61.3,-0.414
-5.27,-60.6,-0.41
-5.2,-59.9,-0.404
-5.12,-59.3,-0.398
-5.05,-58.8,-0.393
-4.99,-58.4,-0.388
-4.92,-57.8,-0.383
-4.84,-56.9,-0.376
-4.75,-56.1,-0.37
-4.68,-55.5,-0.364
-4.6,-54.9,-0.358
-4.53,-54.1,-0.352
-4.45,-53.3,-0.346
-4.36,-52.3,-0.339
-4.27,-51.4,-0.332
-4.18,-50.7,-0.325
-4.09,-49.8,-0.318
-4.01,-48.8,-0.312
-3.93,-47.8,-0.306
-3.84,-46.7,-0.299
-3.76,-45.6,-0.292
-3.68,-44.7,-0.286
-3.58,-43.5,-0.279
-3.49,-42.2,-0.272
-3.4,-40.9,-0.265
-3.31,-39.5,-0.257
-3.21,-38,-0.25
-3.12,-36.7,-0.243
-3.04,-35.3,-0.236
-2.95,-33.7,-0.229
-2.85,-32.1,-0.222
-2.76,-30.3,-0.215
-2.65,-28.6,-0.206
-2.56,-26.9,-0.199
-2.48,-25.1,-0.193
-2.39,-23.1,-0.186
-2.29,-21.2,-0.178
-2.21,-19.3,-0.172
-2.11,-17.3,-0.164
-2.01,-15.2,-0.157
-1.91,-12.9,-0.149
-1.81,-10.6,-0.141
-1.72,-8.4,-0.134
-1.63,-6.3,-0.127
-1.55,-4.1,-0.121
-1.47,-2.1,-0.114
-1.4,-0.8,-0.109
-1.37,-0.2,-0.107
-1.34,0.5,-0.104
-1.29,1.6,-0.1
-1.22,4.2,-0.094
-1.08,8.3,-0.084
-0.9,13.2,-0.07
-0.71,18.2,-0.055
-0.51,23.4,-0.04
-0.37,26.7,-0.029
-0.3,28,-0.023
-0.25,29.1,-0.019
-0.17,31.5,-0.013
-0.06,34.5,-0.005
0.06,37.3,0.005
0.16,39.6,0.013
0.25,41.5,0.019
0.34,43.5,0.026
0.44,45.6,0.034
0.55,47.6,0.042
0.65,49.5,0.051
0.75,51.4,0.058
0.84,53,0.066
0.94,54.6,0.073
1.03,56,0.08
1.12,57.3,0.087
1.23,58.8,0.095
1.33,60.3,0.104
1.43,61.5,0.111
1.53,62.5,0.119
1.62,63.6,0.126
1.72,64.6,0.134
1.82,65.6,0.142
1.92,66.6,0.15
2.03,67.3,0.158
2.12,67.9,0.165
2.23,68.6,0.173
2.33,69.3,0.181
2.42,70,0.188
2.52,70.5,0.196
2.61,71,0.203
2.7,71.4,0.21
2.78,71.9,0.217
2.88,72.4,0.224
2.98,72.8,0.232
3.07,73.2,0.239
3.16,73.5,0.246
3.25,73.8,0.252
3.33,74.1,0.259
3.43,74.5,0.266
3.52,74.8,0.274
3.61,75,0.281
3.7,75.1,0.288
3.79,75.3,0.294
3.86,75.6,0.3
3.95,75.9,0.307
4.03,76,0.313
4.11,76.1,0.319
4.18,76.3,0.325
4.26,76.5,0.332
4.35,76.7,0.338
4.43,76.8,0.344
4.5,76.9,0.35
4.57,77.1,0.356
4.65,77.3,0.362
4.72,77.3,0.367
4.79,77.4,0.372
4.86,77.6,0.378
4.93,77.8,0.384
5.01,77.8,0.389
5.08,78,0.395
5.14,78.2,0.4
5.2,78.2,0.405
5.26,78.1,0.409
5.31,78.2,0.413
5.36,78.3,0.417
5.43,78.5,0.422
5.49,78.7,0.427
5.54,78.6,0.431
5.59,78.6,0.435
5.64,78.7,0.439
5.7,78.9,0.443
5.75,79,0.447
5.8,79,0.451
5.85,78.9,0.455
5.89,78.8,0.458
5.94,79,0.462
5.98,79.2,0.465
6.02,79.3,0.468
6.06,79.3,0.471
6.09,79.2,0.474
6.12,79.1,0.476
6.16,79.3,0.479
6.2,79.4,0.482
6.23,79.2,0.485
6.26,79.2,0.487
6.29,79.3,0.489
6.32,79.3,0.491
6.34,79.3,0.493
6.37,79.4,0.495
6.38,79.2,0.496
6.4,79.2,0.497
6.43,79.4,0.5
6.46,79.4,0.502
6.47,79.3,0.503
6.47,79.2,0.503
6.48,79.1,0.504
6.48,79,0.504
6.49,79.2,0.505
6.5,79.2,0.506
6.51,79.2,0.506
6.52,79.1,0.507
6.52,79,0.507
6.52,78.9,0.507
6.52,78.9,0.507
6.52,78.8,0.507
6.52,78.2,0.507
6.52,77.3,0.507
6.52,76.8,0.507
6.53,76.3,0.508
6.53,75.8,0.507
6.48,75.4,0.504
6.44,75.6,0.5
6.42,76.1,0.499
6.41,76.4,0.499
6.41,76.1,0.498
6.38,75.5,0.496
6.35,75.5,0.493
6.33,75.6,0.492
6.31,75.5,0.491
6.28,75.2,0.488
6.24,74.9,0.486
6.21,74.8,0.483
6.18,74.8,0.481
6.15,74.7,0.478
6.12,74.5,0.476
6.09,74.4,0.474
6.05,74.2,0.47
6,74,0.467
5.95,73.8,0.463
5.9,73.6,0.459
5.85,73.4,0.455
5.81,73.4,0.451
5.77,73.4,0.449
5.72,73.1,0.445
5.67,72.8,0.441
5.61,72.6,0.436
5.56,72.4,0.432
5.5,72.3,0.428
5.45,72.1,0.424
5.39,71.8,0.419
5.32,71.5,0.414
5.28,71.5,0.41
5.22,71.3,0.406
5.15,71.1,0.401
5.08,70.8,0.395
5.01,70.5,0.39
4.94,70.3,0.384
4.87,70.1,0.379
4.81,69.9,0.374
4.73,69.5,0.368
4.65,69.3,0.362
4.58,69.1,0.356
4.51,68.9,0.351
4.44,68.6,0.345
4.36,68.3,0.339
4.28,67.9,0.333
4.2,67.6,0.327
4.13,67.2,0.321
4.05,66.8,0.315
3.95,66.5,0.307
3.87,66.3,0.301
3.79,65.9,0.295
3.7,65.3,0.288
3.61,64.6,0.281
3.52,64,0.274
3.44,63.5,0.267
3.35,63,0.261
3.27,62.2,0.254
3.17,61.4,0.246
3.08,60.7,0.239
2.99,59.9,0.233
2.9,59,0.226
2.81,57.9,0.218
2.71,56.8,0.211
2.63,55.7,0.205
2.55,54.6,0.198
2.45,53.1,0.19
2.34,51.4,0.182
2.24,49.8,0.174
2.15,48.2,0.168
2.07,46.4,0.161
1.98,44.3,0.154
1.88,42,0.146
1.78,39.6,0.139
1.68,37.1,0.131
1.59,34.8,0.124
1.51,32.5,0.117
1.42,29.9,0.11
1.33,27.1,0.103
1.24,24.3,0.097
1.16,21.5,0.09
1.08,18.6,0.084
0.98,15.8,0.076
0.88,13.3,0.069
0.79,10.8,0.062
0.7,7.9,0.054
0.61,5.1,0.047
0.52,2.7,0.041
0.45,1,0.035
0.4,0.2,0.031
0.37,-0.4,0.029
0.35,-0.7,0.027
0.31,-2.2,0.024
0.23,-5,0.018
0.13,-7.7,0.01
-0.02,-12,-0.002
-0.2,-16.6,-0.016
-0.4,-21.2,-0.031
-0.62,-25.6,-0.049
-0.79,-27.8,-0.062
-0.86,-28.6,-0.067
-0.91,-29.4,-0.071
-1,-31,-0.078
-1.11,-33,-0.087
-1.24,-34.9,-0.096
-1.34,-36.5,-0.104
-1.44,-37.9,-0.112
-1.54,-39.4,-0.12
-1.63,-40.7,-0.127
-1.73,-42,-0.134
-1.82,-43.4,-0.142
-1.93,-44.7,-0.15
-2.03,-45.9,-0.158
-2.12,-47.1,-0.165
