Test unit,R4
Reference,Mazzon (2010)
1.04,59.5,0.081
1.1,60.6,0.085
1.16,61.6,0.09
1.21,62.5,0.094
1.26,63.3,0.098
1.31,64.1,0.102
1.36,64.9,0.105
1.41,65.7,0.11
1.46,66.4,0.114
1.52,67.1,0.118
1.57,67.7,0.122
1.62,68.2,0.126
1.66,68.7,0.129
1.71,69.2,0.133
1.76,69.7,0.137
1.81,70.4,0.141
1.87,70.9,0.145
1.92,71.1,0.149
1.97,71.3,0.153
2.02,71.7,0.157
2.06,72.2,0.16
2.1,72.5,0.163
2.14,72.9,0.167
2.18,73.1,0.17
2.23,73.5,0.173
2.27,73.7,0.177
2.31,73.9,0.18
2.35,74.2,0.183
2.4,74.6,0.187
2.45,74.9,0.19
2.49,75,0.193
2.52,75.1,0.196
2.56,75.5,0.199
2.6,75.8,0.202
2.64,75.9,0.206
2.69,76,0.209
2.73,76.2,0.212
2.76,76.4,0.215
2.79,76.5,0.217
2.82,76.6,0.22
2.86,76.7,0.222
2.89,76.6,0.225
2.91,76.7,0.227
2.95,76.9,0.229
2.98,77.1,0.232
3.02,77.1,0.234
3.04,77,0.236
3.07,77.2,0.239
3.1,77.2,0.241
3.12,77.1,0.243
3.15,77.2,0.245
3.19,77.4,0.248
3.23,77.4,0.251
3.24,77.2,0.252
3.25,77,0.252
3.26,77.3,0.254
3.29,77.6,0.256
3.32,77.5,0.258
3.34,77.4,0.26
3.36,77.4,0.261
3.37,77.4,0.262
3.39,77.3,0.263
3.4,77.3,0.264
3.41,77.4,0.265
3.43,77.5,0.267
3.44,77.3,0.268
3.45,77.2,0.268
3.46,77.3,0.269
3.49,77.4,0.271
3.51,77.4,0.273
3.51,77.2,0.273
3.5,77.1,0.272
3.5,77.1,0.272
3.51,77.2,0.273
3.52,77.2,0.273
3.52,77.2,0.274
3.53,77,0.274
3.53,77,0.274
3.53,77,0.275
3.54,77,0.275
3.54,76.8,0.275
3.54,76.3,0.275
3.54,75.4,0.275
3.54,74.9,0.275
3.54,74.5,0.275
3.55,74.2,0.276
3.55,73.7,0.276
3.54,73.2,0.275
3.52,72.6,0.273
3.47,72.2,0.27
3.46,72.7,0.269
3.46,73.2,0.269
3.46,73.8,0.269
3.46,73.7,0.269
3.45,72.5,0.268
3.41,71.8,0.265
3.38,71.9,0.263
3.38,72.3,0.263
3.38,72.4,0.263
3.36,71.7,0.261
3.32,71.3,0.258
3.3,71.3,0.257
3.3,71.5,0.257
3.28,71.2,0.255
3.24,70.8,0.252
3.21,70.7,0.25
3.18,70.5,0.247
3.15,70.3,0.245
3.13,70.2,0.243
3.11,70.1,0.242
3.09,69.8,0.24
3.05,69.4,0.237
3.02,69.2,0.235
3,69.2,0.233
2.97,68.9,0.231
2.93,68.5,0.228
2.9,68.2,0.225
2.87,67.9,0.223
2.84,67.5,0.221
2.8,67.3,0.218
2.76,67,0.215
2.72,66.6,0.212
2.68,66.3,0.209
2.65,66,0.206
2.61,65.5,0.203
2.57,65,0.2
2.52,64.5,0.196
2.49,64.2,0.193
2.45,63.7,0.19
2.41,63.1,0.187
2.36,62.6,0.184
2.32,62.1,0.181
2.28,61.6,0.177
2.24,60.9,0.174
2.21,60.3,0.172
2.17,59.6,0.169
2.11,58.8,0.164
2.05,58,0.16
2.01,57.5,0.156
1.97,56.7,0.153
1.92,55.6,0.149
1.87,54.6,0.145
1.82,53.8,0.142
1.78,52.7,0.138
1.73,51.6,0.134
1.68,50.3,0.13
1.63,49.2,0.126
1.58,48,0.123
1.54,46.7,0.119
1.49,45.3,0.116
1.44,43.6,0.112
1.4,42,0.109
1.35,40.5,0.105
1.3,39,0.101
1.25,37.4,0.097
1.19,35.4,0.093
1.14,33.3,0.088
1.09,31.5,0.085
1.05,29.8,0.082
1,27.8,0.078
0.95,25.5,0.074
0.89,23.2,0.069
0.84,20.9,0.066
0.79,18.7,0.062
0.75,16.7,0.058
0.7,14.6,0.055
0.65,12.4,0.051
0.62,10.4,0.048
0.59,8.1,0.046
0.53,5.9,0.041
0.47,3.7,0.037
0.42,1.8,0.033
0.38,0.8,0.03
0.36,0.2,0.028
0.35,-0.4,0.027
0.34,-0.7,0.026
0.32,-2.1,0.025
0.26,-5.1,0.02
0.19,-8.5,0.015
0.07,-13.9,0.005
-0.08,-19.3,-0.006
-0.2,-23.3,-0.015
-0.26,-25.3,-0.02
-0.29,-25.8,-0.022
-0.3,-26.6,-0.023
-0.34,-28.3,-0.027
-0.42,-30.5,-0.033
-0.49,-32.4,-0.038
-0.56,-33.8,-0.043
-0.61,-35.1,-0.047
-0.66,-36.4,-0.051
-0.71,-37.8,-0.056
-0.77,-39.1,-0.06
-0.82,-40.3,-0.064
-0.87,-41.4,-0.068
-0.93,-42.6,-0.072
-0.98,-43.8,-0.076
-1.04,-45,-0.081
-1.1,-46,-0.085
-1.16,-47,-0.09
-1.2,-48,-0.094
-1.25,-48.9,-0.097
-1.31,-49.8,-0.102
-1.38,-50.8,-0.107
-1.44,-51.8,-0.112
-1.5,-52.6,-0.117
-1.55,-53.3,-0.121
-1.6,-54.1,-0.125
-1.66,-54.9,-0.129
-1.71,-55.6,-0.133
-1.77,-56.4,-0.138
-1.83,-57,-0.142
-1.88,-57.7,-0.146
-1.93,-58.2,-0.15
-1.98,-58.8,-0.154
-2.03,-59.4,-0.158
-2.08,-59.9,-0.162
-2.13,-60.5,-0.165
-2.18,-61.1,-0.169
-2.23,-61.5,-0.174
-2.28,-62,-0.178
-2.33,-62.4,-0.182
-2.38,-62.9,-0.185
-2.43,-63.3,-0.189
-2.48,-63.8,-0.193
-2.53,-64.2,-0.196
-2.57,-64.5,-0.2
-2.61,-64.9,-0.203
-2.66,-65.3,-0.207
-2.71,-65.7,-0.21
-2.75,-66,-0.214
-2.78,-66.3,-0.216
-2.83,-66.7,-0.22
-2.87,-67,-0.223
-2.9,-67.3,-0.225
-2.94,-67.6,-0.229
-2.99,-67.8,-0.232
-3.03,-68.1,-0.236
-3.07,-68.3,-0.239
-3.11,-68.5,-0.242
-3.14,-68.7,-0.245
-3.18,-68.9,-0.247
-3.22,-69.1,-0.25
-3.25,-69.2,-0.253
-3.28,-69.4,-0.255
-3.31,-69.6,-0.258
-3.35,-69.7,-0.26
-3.38,-69.9,-0.263
-3.41,-69.9,-0.265
-3.43,-70,-0.267
-3.46,-70.2,-0.269
-3.48,-70.3,-0.271
-3.52,-70.4,-0.273
-3.55,-70.5,-0.276
-3.57,-70.5,-0.278
-3.6,-70.5,-0.28
-3.62,-70.6,-0.281
-3.64,-70.7,-0.283
-3.67,-70.8,-0.285
-3.69,-70.8,-0.287
-3.71,-70.9,-0.288
-3.72,-70.9,-0.29
-3.74,-70.9,-0.291
-3.76,-70.9,-0.292
-3.77,-70.9,-0.293
-3.78,-70.9,-0.294
-3.8,-71.1,-0.295
-3.8,-71.1,-0.296
-3.82,-71,-0.297
-3.83,-70.8,-0.298
-3.84,-70.9,-0.299
-3.86,-71.1,-0.3
-3.88,-71.1,-0.301
-3.88,-71,-0.302
-3.89,-70.9,-0.302
-3.89,-70.8,-0.302
-3.89,-70.7,-0.302
-3.89,-70.9,-0.303
-3.9,-70.9,-0.303
-3.9,-70.7,-0.303
-3.9,-70.5,-0.303
-3.9,-70.6,-0.303
-3.91,-70.8,-0.304
-3.9,-70.6,-0.304
-3.89,-70.3,-0.303
-3.9,-69.7,-0.303
-3.91,-68.8,-0.304
-3.91,-67.9,-0.304
-3.91,-67.1,-0.304
-3.9,-66.5,-0.303
-3.89,-66,-0.302
-3.87,-65.8,-0.301
-3.86,-65.5,-0.3
-3.85,-65.3,-0.299
-3.83,-65,-0.298
-3.82,-64.8,-0.297
-3.8,-64.6,-0.295
-3.78,-64.5,-0.294
-3.77,-64.4,-0.293
-3.76,-64.2,-0.292
-3.73,-63.9,-0.29
-3.7,-63.6,-0.288
-3.69,-63.3,-0.287
-3.67,-63.1,-0.285
-3.65,-62.9,-0.284
-3.64,-62.7,-0.283
-3.61,-62.3,-0.281
-3.58,-62,-0.279
-3.56,-61.8,-0.277
-3.53,-61.6,-0.275
-3.51,-61.2,-0.273
-3.48,-60.9,-0.27
-3.45,-60.7,-0.269
-3.43,-60.3,-0.266
-3.39,-59.9,-0.264
-3.35,-59.5,-0.261
-3.32,-59.2,-0.258
-3.27,-58.9,-0.255
-3.25,-58.6,-0.253
-3.22,-58.1,-0.251
-3.19,-57.6,-0.248
-3.14,-57.1,-0.244
-3.11,-56.8,-0.242
-3.08,-56.5,-0.239
-3.04,-56.2,-0.237
-3.01,-55.7,-0.234
-2.97,-55.1,-0.231
-2.92,-54.5,-0.227
-2.88,-54,-0.224
-2.83,-53.6,-0.22
-2.79,-53,-0.217
-2.75,-52.5,-0.214
-2.71,-52,-0.211
-2.65,-51.4,-0.206
-2.6,-50.7,-0.202
-2.56,-49.9,-0.199
-2.52,-49.4,-0.196
-2.48,-48.7,-0.193
-2.43,-48,-0.189
-2.38,-47.3,-0.185
-2.34,-46.6,-0.182
-2.29,-45.6,-0.178
-2.23,-44.8,-0.174
-2.19,-44.1,-0.17
-2.14,-43.2,-0.166
-2.09,-42.2,-0.162
-2.03,-41.2,-0.158
-1.98,-40.2,-0.154
-1.93,-39.3,-0.15
-1.88,-38.3,-0.146
-1.81,-37.1,-0.141
-1.76,-35.9,-0.137
-1.72,-34.7,-0.133
-1.67,-33.5,-0.13
-1.61,-32.2,-0.126
-1.56,-30.9,-0.122
-1.5,-29.5,-0.117
-1.45,-28.1,-0.113
-1.4,-26.7,-0.109
-1.35,-25.4,-0.105
-1.29,-23.9,-0.101
-1.24,-22.2,-0.097
-1.19,-20.4,-0.092
-1.13,-18.7,-0.088
-1.09,-17,-0.084
-1.04,-15.4,-0.081
-0.98,-13.5,-0.077
-0.92,-11.5,-0.072
-0.88,-9.5,-0.068
-0.83,-7.6,-0.065
-0.79,-5.6,-0.061
-0.75,-3.8,-0.058
-0.71,-2,-0.055
-0.67,-0.8,-0.052
-0.65,-0.4,-0.051
-0.64,-0.1,-0.05
-0.62,0.6,-0.048
-0.59,2.4,-0.046
-0.5,6.7,-0.039
-0.37,12.4,-0.029
-0.24,17.6,-0.019
-0.14,21.5,-0.011
-0.07,23.4,-0.006
-0.03,24,-0.002
-0,25.2,-0
0.03,27.6,0.003
0.08,30.5,0.007
0.14,32.9,0.011
0.19,34.8,0.015
0.23,36.6,0.018
0.28,38.4,0.022
0.34,40.4,0.026
0.4,42.5,0.031
0.46,44.3,0.036
0.51,45.7,0.04
0.56,47.2,0.044
0.62,48.9,0.048
0.68,50.4,0.053
0.73,51.8,0.057
0.78,53,0.061
0.84,54,0.065
0.88,55.2,0.069
0.93,56.6,0.072
0.99,57.8,0.077
1.04,58.7,0.081
1.09,59.5,0.084
1.14,60.3,0.088
1.19,61.3,0.092
1.24,62.3,0.097
1.3,63,0.101
1.36,63.8,0.105
1.41,64.5,0.11
1.46,65.1,0.113
1.51,65.8,0.117
1.56,66.5,0.122
1.62,67.1,0.126
1.68,67.3,0.13
1.72,67.7,0.134
1.76,68.4,0.137
1.82,69,0.141
1.87,69.5,0.145
1.92,69.8,0.149
1.96,70,0.152
2,70.4,0.156
2.05,70.8,0.16
2.1,71.1,0.163
2.14,71.4,0.167
2.19,71.7,0.17
2.24,72,0.174
2.28,72.2,0.177
2.32,72.5,0.18
2.36,72.7,0.183
2.41,73,0.187
2.47,73.3,0.192
2.5,73.4,0.194
2.53,73.5,0.197
2.56,73.8,0.199
2.6,74.1,0.202
2.64,74.3,0.205
2.68,74.5,0.209
2.72,74.5,0.211
2.75,74.7,0.214
2.79,74.9,0.217
2.83,75.1,0.22
2.86,75.1,0.222
2.89,75.2,0.225
2.92,75.4,0.227
2.96,75.5,0.23
2.99,75.7,0.233
3.03,75.7,0.236
3.07,75.6,0.238
3.08,75.8,0.24
3.11,75.9,0.241
3.13,76,0.244
3.16,76,0.245
3.18,76.2,0.247
3.21,76.2,0.249
3.23,76.1,0.251
3.25,76.3,0.253
3.28,76.6,0.255
3.3,76.3,0.257
3.31,76.3,0.258
3.34,76.7,0.26
3.37,76.7,0.262
3.39,76.6,0.263
3.4,76.5,0.265
3.42,76.3,0.266
3.42,76.3,0.266
3.44,76.8,0.267
3.45,76.8,0.269
3.46,76.6,0.269
3.47,76.7,0.27
3.48,76.8,0.271
3.49,76.7,0.272
3.5,76.6,0.272
3.51,76.9,0.273
3.53,76.6,0.274
3.53,76.1,0.274
3.53,75.5,0.274
3.53,75.6,0.274
3.53,75.7,0.274
3.53,76.4,0.274
3.55,77,0.276
3.56,76.6,0.277
3.56,76.2,0.277
3.55,75.4,0.276
3.55,74.6,0.276
3.55,74.3,0.276
3.55,73.9,0.276
3.55,73.3,0.276
3.54,73,0.275
3.52,72.7,0.274
3.49,72.6,0.272
3.49,73,0.271
3.48,73.4,0.271
3.48,73.7,0.271
3.48,73,0.271
3.45,72.3,0.268
3.43,72.5,0.267
3.43,72.4,0.267
3.42,72.3,0.266
3.4,72.3,0.265
3.38,72.2,0.263
3.36,71.9,0.261
3.34,71.6,0.259
3.31,71.3,0.257
3.28,71.2,0.255
3.27,71.4,0.254
3.26,71.4,0.253
3.24,71,0.252
3.21,70.5,0.249
3.17,70.3,0.247
3.15,70.3,0.245
3.13,70.3,0.243
3.1,70,0.241
3.07,69.6,0.239
3.05,69.3,0.237
3.02,69.2,0.235
2.98,69,0.232
2.95,68.7,0.229
2.9,68.2,0.226
2.86,67.9,0.223
2.83,67.7,0.22
2.8,67.5,0.218
2.77,67.2,0.216
2.74,66.8,0.213
2.69,66.2,0.209
2.65,65.8,0.206
2.61,65.5,0.203
2.58,65.3,0.2
2.54,64.9,0.198
2.5,64.3,0.195
2.47,63.9,0.192
2.44,63.4,0.19
2.39,62.9,0.186
2.34,62.2,0.182
2.3,61.7,0.178
2.25,61.1,0.175
2.2,60.3,0.171
2.16,59.5,0.168
2.11,59.1,0.164
2.08,58.5,0.162
2.04,57.7,0.158
1.98,56.4,0.154
1.92,55.3,0.149
1.88,54.7,0.146
1.84,54.1,0.143
1.8,53,0.14
1.74,51.4,0.136
1.7,49.9,0.132
1.64,48.7,0.128
1.6,48.1,0.125
1.56,47,0.122
1.51,45.2,0.117
1.44,43.2,0.112
1.4,41.6,0.109
1.36,40.5,0.106
1.31,39,0.102
1.26,37,0.098
1.2,34.7,0.094
1.16,32.9,0.09
1.12,31.5,0.087
1.07,29.7,0.084
1.02,27.4,0.079
0.96,24.9,0.075
0.91,22.6,0.071
0.88,20.7,0.068
0.82,18.7,0.064
0.77,16.7,0.06
0.72,14.8,0.056
0.67,12.6,0.052
0.62,10.4,0.048
0.57,7.9,0.045
0.53,5.7,0.041
0.48,4,0.037
0.43,2.3,0.034
0.4,1.1,0.031
0.37,0.4,0.029
0.35,-0.3,0.028
0.34,-0.6,0.027
0.33,-1.5,0.026
0.28,-4.2,0.022
0.23,-7.2,0.018
0.11,-12.1,0.009
-0.04,-17.5,-0.003
-0.18,-21.7,-0.014
-0.25,-23.7,-0.02
-0.28,-24.2,-0.022
-0.31,-25.1,-0.024
-0.35,-26.7,-0.027
-0.41,-28.6,-0.032
-0.47,-30.2,-0.037
-0.54,-31.8,-0.042
-0.6,-33.4,-0.047
-0.65,-34.6,-0.051
-0.7,-35.7,-0.055
-0.76,-37,-0.059
-0.81,-38.2,-0.063
-0.86,-39.3,-0.067
-0.91,-40.5,-0.07
-0.97,-41.6,-0.076
-1.03,-42.6,-0.08
-1.09,-43.6,-0.085
-1.16,-44.8,-0.09
-1.21,-45.7,-0.094
-1.27,-46.7,-0.099
-1.32,-47.5,-0.103
-1.37,-48.3,-0.107
-1.43,-49.2,-0.111
-1.48,-49.9,-0.115
-1.54,-50.8,-0.119
-1.6,-51.6,-0.124
-1.65,-52.4,-0.128
-1.71,-53.1,-0.133
-1.76,-53.7,-0.137
-1.8,-54.4,-0.14
-1.85,-55.1,-0.144
-1.92,-55.7,-0.149
-1.97,-56.2,-0.153
-2.02,-56.7,-0.157
-2.07,-57.2,-0.161
-2.13,-57.9,-0.165
-2.18,-58.4,-0.17
-2.23,-58.9,-0.174
-2.28,-59.4,-0.177
-2.33,-59.8,-0.181
-2.37,-60.2,-0.185
-2.42,-60.6,-0.188
-2.46,-61,-0.191
-2.51,-61.5,-0.195
-2.57,-61.9,-0.2
-2.61,-62.3,-0.203
-2.64,-62.6,-0.205
-2.68,-63,-0.209
-2.73,-63.3,-0.213
-2.79,-63.7,-0.217
-2.83,-64,-0.22
-2.87,-64.3,-0.223
-2.9,-64.6,-0.226
-2.95,-64.9,-0.229
-2.99,-65.2,-0.232
-3.03,-65.5,-0.235
-3.06,-65.7,-0.238
-3.1,-66,-0.241
-3.14,-66.3,-0.244
-3.17,-66.5,-0.247
-3.2,-66.8,-0.249
-3.24,-67,-0.252
-3.27,-67.2,-0.254
-3.29,-67.4,-0.256
-3.33,-67.6,-0.259
-3.38,-67.9,-0.263
-3.42,-68.1,-0.266
-3.44,-68.2,-0.268
-3.46,-68.3,-0.269
-3.49,-68.5,-0.271
-3.51,-68.6,-0.273
-3.54,-68.8,-0.276
-3.58,-69.1,-0.278
-3.6,-69,-0.28
-3.61,-69,-0.281
-3.63,-69.2,-0.282
-3.66,-69.5,-0.285
-3.69,-69.7,-0.287
-3.7,-69.5,-0.288
-3.7,-69.6,-0.287
-3.72,-69.8,-0.289
-3.75,-70,-0.292
-3.78,-70,-0.294
-3.8,-70,-0.295
-3.81,-70,-0.296
-3.82,-70.1,-0.297
-3.83,-70.1,-0.298
-3.84,-70.1,-0.298
-3.85,-70.2,-0.299
-3.86,-70.3,-0.3
-3.87,-70.3,-0.301
-3.88,-70.2,-0.302
-3.88,-70.1,-0.302
-3.89,-70.2,-0.302
-3.89,-70.2,-0.303
-3.89,-70.2,-0.303
-3.88,-70.1,-0.302
-3.89,-70.1,-0.303
-3.9,-70.2,-0.304
-3.91,-70.1,-0.304
-3.91,-70,-0.304
-3.92,-69.7,-0.305
-3.91,-69.1,-0.304
-3.91,-68.6,-0.304
-3.91,-67.9,-0.304
-3.91,-67.3,-0.304
-3.9,-66.9,-0.303
-3.89,-66.4,-0.303
-3.88,-66,-0.302
-3.88,-65.7,-0.301
-3.86,-65.2,-0.3
-3.84,-64.8,-0.299
-3.8,-64.6,-0.296
-3.79,-64.6,-0.295
-3.8,-64.6,-0.295
-3.78,-64.2,-0.294
-3.77,-63.9,-0.293
-3.75,-63.9,-0.292
-3.74,-63.8,-0.291
-3.73,-63.5,-0.29
-3.7,-63.2,-0.288
-3.67,-62.9,-0.286
-3.65,-62.7,-0.284
-3.63,-62.5,-0.283
-3.61,-62.1,-0.281
-3.58,-61.9,-0.279
-3.56,-61.6,-0.277
-3.53,-61.4,-0.275
-3.5,-61.1,-0.272
-3.46,-60.7,-0.269
-3.44,-60.4,-0.267
-3.42,-60.1,-0.266
-3.39,-59.7,-0.264
-3.36,-59.4,-0.261
-3.33,-59,-0.259
-3.3,-58.6,-0.257
-3.26,-58.2,-0.254
-3.23,-57.8,-0.251
-3.19,-57.4,-0.248
-3.15,-57,-0.245
-3.12,-56.7,-0.242
-3.08,-56.3,-0.24
-3.05,-55.9,-0.237
-3.01,-55.4,-0.234
-2.97,-54.8,-0.231
-2.92,-54.4,-0.227
-2.87,-53.8,-0.223
-2.83,-53.2,-0.22
-2.79,-52.7,-0.217
-2.76,-52.2,-0.214
-2.72,-51.7,-0.212
-2.67,-51,-0.208
-2.62,-50.4,-0.204
-2.58,-49.8,-0.201
-2.54,-49.2,-0.197
-2.49,-48.4,-0.194
-2.44,-47.6,-0.189
-2.39,-46.9,-0.186
-2.34,-46.3,-0.182
-2.3,-45.6,-0.179
-2.25,-44.6,-0.175
-2.19,-43.6,-0.17
-2.13,-42.8,-0.165
-2.09,-42.1,-0.162
-2.04,-41,-0.159
-1.99,-39.9,-0.155
-1.94,-38.9,-0.151
-1.9,-37.9,-0.147
-1.84,-36.9,-0.143
-1.79,-35.8,-0.139
-1.74,-34.5,-0.135
-1.68,-33.3,-0.131
-1.63,-32.1,-0.127
-1.58,-30.8,-0.123
-1.52,-29.2,-0.118
-1.47,-27.9,-0.114
-1.42,-26.6,-0.11
-1.36,-25.1,-0.106
-1.3,-23.6,-0.101
-1.24,-22.1,-0.097
-1.2,-20.5,-0.093
-1.16,-18.8,-0.09
-1.11,-17,-0.086
-1.06,-15.2,-0.082
-1.01,-13.5,-0.079
-0.96,-11.6,-0.075
-0.9,-9.5,-0.07
-0.85,-7.4,-0.066
-0.8,-5.5,-0.062
-0.76,-3.8,-0.059
-0.72,-2.1,-0.056
-0.68,-0.8,-0.053
-0.66,-0.4,-0.051
-0.65,-0.1,-0.05
-0.63,0.5,-0.049
-0.59,2,-0.046
-0.51,6,-0.04
-0.39,11.6,-0.03
-0.26,16.8,-0.02
-0.16,20.8,-0.012
-0.09,22.8,-0.007
-0.06,23.4,-0.004
-0.03,24.6,-0.002
0.01,26.7,0.001
0.06,29.3,0.005
0.12,31.8,0.01
0.18,33.9,0.014
0.23,35.8,0.018
0.28,37.6,0.022
0.33,39.6,0.026
0.39,41.4,0.03
0.45,43.2,0.035
0.52,44.8,0.04
0.57,46.3,0.044
0.61,47.8,0.048
0.66,49.2,0.051
0.71,50.6,0.055
0.76,52,0.059
0.81,53.2,0.063
0.86,54.5,0.067
0.92,55.7,0.072
0.98,56.8,0.076
1.02,57.7,0.08
1.07,58.5,0.083
1.13,59.6,0.088
1.19,60.7,0.092
1.24,61.5,0.097
1.29,62.3,0.101
1.36,63,0.105
1.41,63.7,0.11
1.45,64.4,0.113
1.5,65.1,0.116
1.55,65.7,0.12
1.6,66.4,0.124
1.66,66.9,0.129
1.7,67.3,0.132
1.75,67.8,0.136
1.8,68.3,0.14
1.85,68.7,0.144
1.9,69.2,0.148
1.95,69.6,0.152
2,70,0.156
2.05,70.3,0.159
2.09,70.5,0.162
2.14,70.9,0.166
2.19,71.3,0.171
2.24,71.7,0.174
2.28,71.9,0.177
2.32,72,0.18
2.35,72.2,0.183
2.39,72.6,0.186
2.43,72.8,0.189
2.48,73.2,0.193
2.52,73.4,0.196
2.56,73.5,0.199
2.6,73.7,0.202
2.64,73.9,0.205
2.68,74.1,0.208
2.72,74.2,0.211
2.75,74.4,0.214
2.78,74.6,0.217
2.83,74.7,0.22
2.87,74.8,0.223
2.89,74.9,0.225
2.92,75,0.227
2.95,75.3,0.23
2.98,75.4,0.232
3.01,75.4,0.234
3.05,75.5,0.237
3.07,75.5,0.239
3.1,75.6,0.241
3.13,75.7,0.243
3.15,75.7,0.245
3.18,75.9,0.247
3.2,76,0.249
3.23,76,0.251
3.25,76,0.253
3.27,76.1,0.255
3.31,76.2,0.257
3.33,76.2,0.259
3.34,76.3,0.26
3.36,76.2,0.261
3.37,76.3,0.262
3.39,76.4,0.263
3.4,76.4,0.265
3.41,76.3,0.266
3.43,76.4,0.267
3.45,76.5,0.268
3.46,76.5,0.269
3.47,76.4,0.27
3.48,76.4,0.27
3.49,76.5,0.271
3.5,76.6,0.272
3.51,76.4,0.273
3.52,76.4,0.274
3.53,76.2,0.274
3.53,76.5,0.275
3.54,76.6,0.275
3.54,76.4,0.275
3.54,76,0.275
3.54,75.6,0.275
3.54,75.3,0.275
3.54,75.2,0.275
3.54,75,0.276
3.54,74.9,0.276
3.54,74.8,0.275
3.54,74.5,0.275
3.54,74.3,0.275
3.54,73.9,0.275
3.54,73.4,0.275
3.54,72.8,0.275
3.52,72.3,0.274
3.49,72.3,0.271
3.47,72.7,0.27
3.46,73.2,0.269
3.46,73.4,0.269
3.46,72.9,0.269
3.43,72.1,0.267
3.4,72,0.264
3.39,72.3,0.263
3.38,72.4,0.263
3.37,72.1,0.262
3.35,71.7,0.26
3.32,71.5,0.258
3.3,71.5,0.257
3.28,71.3,0.255
3.25,71,0.253
3.23,70.9,0.251
3.22,70.7,0.25
3.19,70.5,0.248
3.16,70.4,0.246
3.13,70.2,0.243
3.1,70,0.241
3.07,69.7,0.239
3.04,69.5,0.237
3.01,69.2,0.234
2.98,68.9,0.232
2.95,68.7,0.229
2.92,68.5,0.227
2.89,68.2,0.224
2.85,67.8,0.222
2.81,67.5,0.219
2.78,67.2,0.216
2.74,66.8,0.213
2.71,66.4,0.211
2.68,66.2,0.208
2.64,65.8,0.205
2.6,65.4,0.202
2.55,64.9,0.199
2.51,64.4,0.195
2.47,63.8,0.192
2.42,63.4,0.188
2.39,63,0.186
2.34,62.4,0.182
2.3,61.8,0.179
2.26,61.2,0.176
2.22,60.5,0.172
2.17,59.8,0.169
2.13,59,0.165
2.08,58.3,0.162
2.04,57.6,0.159
2.01,56.7,0.156
1.95,55.7,0.152
1.9,54.8,0.148
1.85,53.8,0.144
1.8,52.7,0.14
1.74,51.5,0.136
1.7,50.3,0.132
1.65,49.3,0.129
1.61,48.1,0.126
1.57,46.8,0.122
1.51,45.1,0.118
1.46,43.4,0.113
1.41,41.8,0.11
1.37,40.5,0.107
1.32,38.9,0.103
1.27,37.1,0.099
1.23,35.3,0.096
1.19,33.4,0.092
1.13,31.6,0.088
1.08,29.6,0.084
1.03,27.6,0.08
0.98,25.8,0.076
0.93,23.8,0.072
0.88,21.6,0.069
0.83,19.4,0.065
0.78,17.2,0.061
0.73,15.1,0.057
0.68,13,0.053
0.63,11,0.049
0.59,9.1,0.046
0.54,6.9,0.042
0.49,4.8,0.038
0.45,2.9,0.035
0.42,1.3,0.032
0.39,0.6,0.03
0.36,-0.1,0.028
0.34,-0.5,0.026
0.33,-0.9,0.025
0.29,-3,0.022
0.22,-6,0.017
0.13,-9.9,0.01
-0.01,-15.2,-0.001
-0.15,-19.8,-0.012
-0.24,-22.6,-0.019
-0.29,-23.6,-0.022
-0.31,-24.1,-0.024
-0.34,-25.2,-0.026
-0.39,-27.1,-0.031
-0.47,-29.1,-0.036
-0.53,-30.8,-0.041
-0.58,-32,-0.045
-0.63,-33.2,-0.049
-0.69,-34.4,-0.054
-0.75,-35.6,-0.058
-0.81,-36.8,-0.063
-0.86,-38,-0.067
-0.92,-39.1,-0.071
-0.97,-40.2,-0.076
-1.03,-41.3,-0.08
-1.08,-42.3,-0.084
-1.14,-43.3,-0.089
-1.2,-44.4,-0.093
-1.26,-45.4,-0.098
-1.31,-46.2,-0.102
-1.36,-47.1,-0.106
-1.42,-48,-0.11
-1.46,-48.9,-0.114
-1.52,-49.7,-0.118
-1.57,-50.3,-0.122
-1.63,-51.1,-0.127
-1.69,-51.9,-0.131
-1.75,-52.6,-0.136
-1.8,-53.3,-0.14
-1.86,-54,-0.144
-1.91,-54.6,-0.148
-1.96,-55.2,-0.153
-2.01,-55.8,-0.156
-2.06,-56.3,-0.16
-2.11,-56.8,-0.164
-2.16,-57.4,-0.168
-2.22,-58,-0.172
-2.27,-58.5,-0.176
-2.31,-58.9,-0.179
-2.34,-59.4,-0.182
-2.39,-59.8,-0.186
-2.45,-60.2,-0.191
-2.5,-60.7,-0.195
-2.55,-61.1,-0.199
-2.6,-61.5,-0.203
-2.65,-61.9,-0.206
-2.69,-62.2,-0.209
-2.73,-62.6,-0.212
-2.77,-62.9,-0.215
-2.81,-63.3,-0.219
-2.86,-63.6,-0.222
-2.89,-63.9,-0.225
-2.94,-64.3,-0.228
-2.97,-64.5,-0.231
-3.01,-64.8,-0.234
-3.03,-65.1,-0.236
-3.07,-65.4,-0.239
-3.12,-65.7,-0.243
-3.16,-65.9,-0.246
-3.2,-66.2,-0.249
-3.24,-66.4,-0.252
-3.27,-66.7,-0.254
-3.3,-66.9,-0.257
-3.34,-67.1,-0.259
-3.37,-67.3,-0.262
-3.4,-67.5,-0.264
-3.43,-67.7,-0.267
-3.46,-67.9,-0.269
-3.49,-68,-0.271
-3.51,-68.1,-0.273
-3.53,-68.3,-0.275
